tourist_id,spending_inr,duration_days,transport_mode,accommodation_type,group_type,segment
T04418,34133,14,flight,luxury,group,luxury
T04419,7990,3,train,budget,solo,budget
T04420,9251,2,train,budget,family,weekend
T04421,9739,4,bus,eco,couple,eco
T04422,9385,2,car,mid,family,weekend
T04423,3939,3,bus,budget,family,budget
T04424,7641,1,train,budget,family,budget
T04425,52233,14,flight,luxury,family,luxury
T04426,4003,3,train,budget,couple,budget
T04427,6886,3,train,budget,family,budget
T04428,75828,14,flight,luxury,family,luxury
T04429,17736,4,train,eco,family,eco
T04430,7686,1,train,budget,couple,budget
T04431,6350,1,train,budget,family,budget
T04432,13863,5,bus,eco,family,eco
T04433,7966,1,train,budget,family,budget
T04434,12814,2,car,mid,solo,weekend
T04435,12483,5,bus,eco,family,eco
T04436,17205,5,bicycle,eco,family,eco
T04437,2116,1,train,budget,family,budget
T04438,72239,14,car,luxury,group,luxury
T04439,6653,3,bus,budget,family,budget
T04440,10195,3,train,mid,couple,weekend
T04441,6929,1,train,budget,family,budget
T04442,39288,10,flight,luxury,group,luxury
T04443,13118,2,car,budget,solo,weekend
T04444,41782,5,flight,luxury,family,luxury
T04445,11528,2,train,mid,solo,weekend
T04446,3970,2,bus,budget,group,budget
T04447,58207,10,flight,luxury,couple,luxury
T04448,17981,4,train,eco,family,eco
T04449,5934,1,train,budget,group,budget
T04450,8747,2,train,budget,couple,weekend
T04451,6950,2,train,budget,solo,budget
T04452,13490,3,train,budget,group,weekend
T04453,43747,10,car,luxury,couple,luxury
T04454,41031,14,car,luxury,solo,luxury
T04455,48541,10,flight,luxury,solo,luxury
T04456,13550,4,train,eco,family,eco
T04457,35302,7,flight,luxury,solo,luxury
T04458,6087,2,train,budget,family,weekend
T04459,13341,3,car,budget,couple,weekend
T04460,18626,7,bus,eco,family,eco
T04461,6552,1,train,budget,group,budget
T04462,12830,2,train,mid,family,weekend
T04463,12431,2,car,mid,family,weekend
T04464,5540,3,train,budget,group,budget
T04465,2063,2,bus,budget,group,budget
T04466,2625,2,train,budget,family,budget
T04467,46689,14,flight,luxury,couple,luxury
T04468,8621,7,bicycle,eco,family,eco
T04469,9604,4,bus,eco,solo,eco
T04470,10434,4,bus,eco,family,eco
T04471,58964,7,car,luxury,couple,luxury
T04472,16749,4,train,eco,family,eco
T04473,19324,5,train,eco,couple,eco
T04474,40232,14,car,luxury,couple,luxury
T04475,70015,10,flight,luxury,family,luxury
T04476,14263,7,train,eco,solo,eco
T04477,43837,7,car,luxury,solo,luxury
T04478,30209,7,flight,luxury,couple,luxury
T04479,42857,14,flight,luxury,group,luxury
T04480,12815,5,train,eco,group,eco
T04481,13201,4,bus,eco,solo,eco
T04482,14789,7,bicycle,eco,family,eco
T04483,72340,7,car,luxury,couple,luxury
T04484,63288,5,flight,luxury,couple,luxury
T04485,33625,5,flight,luxury,group,luxury
T04486,6896,2,car,budget,group,weekend
T04487,3281,2,train,budget,family,budget
T04488,6793,1,bus,budget,couple,budget
T04489,3808,2,bus,budget,couple,budget
T04490,9645,3,car,mid,family,weekend
T04491,10533,2,train,mid,family,weekend
T04492,66357,14,car,luxury,family,luxury
T04493,47355,7,car,luxury,family,luxury
T04494,2015,1,train,budget,family,budget
T04495,5668,2,bus,budget,couple,budget
T04496,10793,4,train,eco,family,eco
T04497,10879,3,car,budget,couple,weekend
T04498,2058,2,train,budget,group,budget
T04499,10862,2,car,mid,couple,weekend
T04500,12849,3,car,budget,family,weekend
T04501,12887,2,car,mid,family,weekend
T04502,6975,2,car,budget,solo,weekend
T04503,6449,2,train,budget,solo,budget
T04504,45133,14,flight,luxury,couple,luxury
T04505,59307,14,flight,luxury,couple,luxury
T04506,12778,2,car,mid,solo,weekend
T04507,10485,5,bus,eco,couple,eco
T04508,13361,3,car,mid,couple,weekend
T04509,16309,4,train,eco,solo,eco
T04510,75191,5,car,luxury,couple,luxury
T04511,5733,3,car,budget,family,weekend
T04512,8688,2,car,budget,solo,weekend
T04513,14246,4,bus,eco,group,eco
T04514,2101,1,bus,budget,family,budget
T04515,48012,14,car,luxury,group,luxury
T04516,19859,5,bicycle,eco,family,eco
T04517,64147,5,car,luxury,group,luxury
T04518,10853,3,train,budget,family,weekend
T04519,8521,3,car,mid,solo,weekend
T04520,15378,7,train,eco,group,eco
T04521,7746,2,train,budget,solo,budget
T04522,2849,2,train,budget,couple,budget
T04523,31331,14,flight,luxury,solo,luxury
T04524,10971,5,bus,eco,family,eco
T04525,57479,7,car,luxury,group,luxury
T04526,19530,7,train,eco,family,eco
T04527,5409,3,car,budget,group,weekend
T04528,7567,2,train,budget,couple,weekend
T04529,3325,2,bus,budget,group,budget
T04530,11518,2,train,budget,family,weekend
T04531,4614,1,bus,budget,couple,budget
T04532,8645,4,train,eco,couple,eco
T04533,75698,7,flight,luxury,family,luxury
T04534,7397,3,car,mid,couple,weekend
T04535,10803,2,train,budget,couple,weekend
T04536,13340,2,car,budget,solo,weekend
T04537,8295,5,train,eco,family,eco
T04538,2406,3,train,budget,couple,budget
T04539,7748,3,bus,budget,couple,budget
T04540,7695,2,car,budget,couple,weekend
T04541,62579,10,car,luxury,family,luxury
T04542,19891,5,bicycle,eco,family,eco
T04543,79088,10,flight,luxury,couple,luxury
T04544,6894,3,train,budget,group,budget
T04545,7958,1,bus,budget,couple,budget
T04546,19361,4,train,eco,couple,eco
T04547,8037,3,car,mid,group,weekend
T04548,2679,2,train,budget,family,budget
T04549,9475,2,train,mid,family,weekend
T04550,15748,5,train,eco,couple,eco
T04551,4746,3,train,budget,solo,budget
T04552,9687,2,train,budget,couple,weekend
T04553,5172,2,train,mid,group,weekend
T04554,2640,2,train,budget,family,budget
T04555,56265,5,flight,luxury,family,luxury
T04556,17243,4,train,eco,family,eco
T04557,13826,2,car,mid,family,weekend
T04558,15006,5,train,eco,solo,eco
T04559,6610,2,bus,budget,solo,budget
T04560,56215,7,flight,luxury,group,luxury
T04561,9001,7,train,eco,couple,eco
T04562,6665,3,train,budget,family,budget
T04563,13080,7,train,eco,family,eco
T04564,2153,3,train,budget,solo,budget
T04565,8342,3,train,budget,couple,weekend
T04566,9124,5,train,eco,family,eco
T04567,71435,10,car,luxury,couple,luxury
T04568,16916,7,bus,eco,family,eco
T04569,19394,4,train,eco,family,eco
T04570,43773,14,flight,luxury,family,luxury
T04571,3487,2,bus,budget,family,budget
T04572,13171,4,train,eco,solo,eco
T04573,15347,4,train,eco,group,eco
T04574,7769,3,bus,budget,group,budget
T04575,78858,5,flight,luxury,couple,luxury
T04576,49953,10,car,luxury,group,luxury
T04577,54880,14,flight,luxury,family,luxury
T04578,14221,2,train,budget,family,weekend
T04579,9567,3,train,budget,family,weekend
T04580,9516,3,train,mid,family,weekend
T04581,7024,1,bus,budget,group,budget
T04582,2884,1,train,budget,couple,budget
T04583,17193,7,bicycle,eco,family,eco
T04584,17224,7,bicycle,eco,solo,eco
T04585,67782,14,car,luxury,group,luxury
T04586,5002,3,car,budget,solo,weekend
T04587,12303,4,train,eco,solo,eco
T04588,3233,1,train,budget,solo,budget
T04589,3955,3,train,budget,family,budget
T04590,10580,2,train,mid,couple,weekend
T04591,13792,5,train,eco,solo,eco
T04592,6803,2,car,mid,family,weekend
T04593,5469,1,train,budget,solo,budget
T04594,11172,3,train,mid,solo,weekend
T04595,19076,4,train,eco,family,eco
T04596,3827,2,bus,budget,couple,budget
T04597,8712,3,train,mid,couple,weekend
T04598,50400,7,car,luxury,couple,luxury
T04599,70669,7,flight,luxury,group,luxury
T04600,19727,4,bus,eco,group,eco
T04601,2852,2,train,budget,solo,budget
T04602,38488,5,flight,luxury,group,luxury
T04603,5480,2,train,budget,couple,budget
T04604,35829,10,flight,luxury,family,luxury
T04605,18615,7,train,eco,solo,eco
T04606,12193,2,train,budget,family,weekend
T04607,19153,7,train,eco,group,eco
T04608,19725,7,bicycle,eco,couple,eco
T04609,67624,7,flight,luxury,solo,luxury
T04610,2676,2,bus,budget,solo,budget
T04611,62733,14,flight,luxury,family,luxury
T04612,5199,3,train,mid,couple,weekend
T04613,6810,3,train,budget,group,budget
T04614,65416,10,car,luxury,family,luxury
T04615,19175,4,train,eco,couple,eco
T04616,13815,4,bicycle,eco,couple,eco
T04617,7512,2,car,mid,family,weekend
T04618,6761,3,train,budget,couple,budget
T04619,32416,10,flight,luxury,group,luxury
T04620,3373,2,train,budget,family,budget
T04621,9685,2,car,budget,family,weekend
T04622,5135,2,train,mid,solo,weekend
T04623,13945,3,train,budget,group,weekend
T04624,3030,1,train,budget,family,budget
T04625,9735,2,car,mid,family,weekend
T04626,7509,3,car,mid,family,weekend
T04627,5030,3,train,budget,family,budget
T04628,2761,3,train,budget,family,budget
T04629,55781,14,flight,luxury,couple,luxury
T04630,3491,3,train,budget,family,budget
T04631,7006,3,train,budget,solo,budget
T04632,9313,4,bus,eco,solo,eco
T04633,4670,2,bus,budget,solo,budget
T04634,13259,4,bicycle,eco,family,eco
T04635,19258,5,train,eco,couple,eco
T04636,3724,1,train,budget,group,budget
T04637,62975,14,flight,luxury,group,luxury
T04638,7604,3,train,budget,couple,weekend
T04639,8932,4,bicycle,eco,couple,eco
T04640,55105,14,flight,luxury,family,luxury
T04641,36774,14,flight,luxury,group,luxury
T04642,48113,10,flight,luxury,group,luxury
T04643,5856,2,car,budget,family,weekend
T04644,15261,4,train,eco,couple,eco
T04645,15826,7,train,eco,couple,eco
T04646,8058,2,train,mid,couple,weekend
T04647,65757,7,flight,luxury,group,luxury
T04648,30526,14,car,luxury,couple,luxury
T04649,50215,7,flight,luxury,solo,luxury
T04650,2564,1,bus,budget,couple,budget
T04651,19448,4,bus,eco,couple,eco
T04652,4436,1,bus,budget,family,budget
T04653,11172,2,train,budget,couple,weekend
T04654,17634,4,bus,eco,couple,eco
T04655,72031,14,flight,luxury,solo,luxury
T04656,15990,7,bus,eco,solo,eco
T04657,8697,2,train,mid,family,weekend
T04658,4946,1,bus,budget,family,budget
T04659,8971,7,train,eco,couple,eco
T04660,79406,14,car,luxury,group,luxury
T04661,7813,2,train,budget,couple,budget
T04662,45456,10,car,luxury,solo,luxury
T04663,78327,7,car,luxury,family,luxury
T04664,19798,7,bus,eco,family,eco
T04665,3665,1,bus,budget,group,budget
T04666,13491,4,bus,eco,couple,eco
T04667,19537,4,bicycle,eco,couple,eco
T04668,6964,2,train,mid,family,weekend
T04669,6680,3,train,budget,family,budget
T04670,10389,3,train,budget,group,weekend
T04671,10715,3,train,mid,couple,weekend
T04672,16231,4,bicycle,eco,family,eco
T04673,7561,1,bus,budget,family,budget
T04674,67079,14,car,luxury,couple,luxury
T04675,2280,1,train,budget,solo,budget
T04676,19212,4,bicycle,eco,couple,eco
T04677,5872,1,train,budget,couple,budget
T04678,8084,3,car,budget,couple,weekend
T04679,5314,3,car,budget,family,weekend
T04680,78105,14,flight,luxury,family,luxury
T04681,56163,5,flight,luxury,solo,luxury
T04682,12575,3,car,mid,family,weekend
T04683,2412,3,bus,budget,family,budget
T04684,10534,4,bus,eco,family,eco
T04685,11591,3,train,mid,group,weekend
T04686,17793,5,train,eco,couple,eco
T04687,56285,10,car,luxury,group,luxury
T04688,5693,2,car,budget,solo,weekend
T04689,7882,3,car,budget,family,weekend
T04690,9231,7,train,eco,couple,eco
T04691,7640,2,train,budget,couple,budget
T04692,15361,4,bicycle,eco,family,eco
T04693,13504,7,train,eco,group,eco
T04694,35292,10,flight,luxury,family,luxury
T04695,43814,10,car,luxury,couple,luxury
T04696,53823,10,flight,luxury,solo,luxury
T04697,5190,3,bus,budget,family,budget
T04698,2955,1,train,budget,couple,budget
T04699,8230,3,train,budget,couple,weekend
T04700,15221,5,train,eco,group,eco
T04701,11351,2,train,budget,group,weekend
T04702,57906,7,flight,luxury,family,luxury
T04703,50247,7,flight,luxury,couple,luxury
T04704,7448,1,train,budget,solo,budget
T04705,10521,3,train,budget,family,weekend
T04706,4485,3,bus,budget,couple,budget
T04707,3084,2,train,budget,group,budget
T04708,62300,10,car,luxury,couple,luxury
T04709,32739,7,car,luxury,solo,luxury
T04710,5483,2,car,budget,couple,weekend
T04711,3204,1,bus,budget,couple,budget
T04712,15021,4,bicycle,eco,family,eco
T04713,19609,4,bicycle,eco,couple,eco
T04714,6376,3,train,mid,family,weekend
T04715,19472,7,bus,eco,couple,eco
T04716,9372,4,train,eco,family,eco
T04717,5743,2,train,budget,couple,weekend
T04718,5604,2,train,budget,couple,weekend
T04719,2213,3,bus,budget,family,budget
T04720,3575,3,bus,budget,couple,budget
T04721,39290,7,flight,luxury,family,luxury
T04722,8451,2,car,budget,couple,weekend
T04723,73800,7,flight,luxury,couple,luxury
T04724,16473,5,bicycle,eco,couple,eco
T04725,5372,3,car,budget,family,weekend
T04726,7736,2,train,mid,couple,weekend
T04727,66014,7,flight,luxury,family,luxury
T04728,19785,5,bicycle,eco,group,eco
T04729,9856,7,bicycle,eco,family,eco
T04730,4123,2,bus,budget,couple,budget
T04731,15004,5,bicycle,eco,couple,eco
T04732,56411,5,flight,luxury,family,luxury
T04733,9162,3,train,budget,couple,weekend
T04734,7879,3,train,budget,couple,budget
T04735,7318,3,train,mid,family,weekend
T04736,44295,10,flight,luxury,couple,luxury
T04737,5596,2,car,mid,family,weekend
T04738,2079,2,bus,budget,family,budget
T04739,3879,1,bus,budget,family,budget
T04740,16409,5,train,eco,couple,eco
T04741,14262,7,train,eco,family,eco
T04742,7377,3,train,budget,couple,budget
T04743,4333,1,train,budget,family,budget
T04744,55313,14,flight,luxury,family,luxury
T04745,5790,3,train,mid,group,weekend
T04746,12773,4,train,eco,family,eco
T04747,17743,7,train,eco,couple,eco
T04748,42295,14,flight,luxury,family,luxury
T04749,47610,7,car,luxury,group,luxury
T04750,78634,7,flight,luxury,couple,luxury
T04751,19984,5,train,eco,family,eco
T04752,9383,3,car,budget,solo,weekend
T04753,31618,5,flight,luxury,solo,luxury
T04754,11824,5,bicycle,eco,couple,eco
T04755,3470,1,bus,budget,family,budget
T04756,4359,3,train,budget,couple,budget
T04757,7993,3,bus,budget,couple,budget
T04758,15884,7,train,eco,family,eco
T04759,11006,5,train,eco,solo,eco
T04760,6235,2,bus,budget,solo,budget
T04761,10814,2,train,budget,family,weekend
T04762,9422,2,train,mid,family,weekend
T04763,2098,3,train,budget,couple,budget
T04764,5885,1,train,budget,solo,budget
T04765,52530,14,car,luxury,solo,luxury
T04766,8510,7,train,eco,family,eco
T04767,12788,4,bus,eco,family,eco
T04768,30488,5,flight,luxury,couple,luxury
T04769,52861,7,flight,luxury,family,luxury
T04770,30216,7,flight,luxury,couple,luxury
T04771,36377,7,flight,luxury,family,luxury
T04772,6864,3,train,budget,family,budget
T04773,5304,2,train,budget,couple,budget
T04774,12635,4,train,eco,group,eco
T04775,5263,3,car,budget,family,weekend
T04776,2981,2,train,budget,couple,budget
T04777,77844,14,flight,luxury,couple,luxury
T04778,7223,3,train,budget,couple,budget
T04779,10340,2,train,mid,group,weekend
T04780,75250,14,flight,luxury,couple,luxury
T04781,17984,5,bicycle,eco,family,eco
T04782,40548,5,car,luxury,solo,luxury
T04783,6936,1,train,budget,couple,budget
T04784,42200,14,car,luxury,couple,luxury
T04785,41983,10,car,luxury,family,luxury
T04786,4194,2,train,budget,couple,budget
T04787,10369,4,bus,eco,group,eco
T04788,3141,2,train,budget,couple,budget
T04789,60858,10,flight,luxury,solo,luxury
T04790,5028,2,train,budget,solo,budget
T04791,10022,2,car,mid,solo,weekend
T04792,13243,3,train,mid,solo,weekend
T04793,13322,4,bus,eco,couple,eco
T04794,12234,7,train,eco,couple,eco
T04795,8765,3,train,mid,couple,weekend
T04796,12225,5,train,eco,couple,eco
T04797,73628,10,flight,luxury,family,luxury
T04798,7936,3,train,mid,family,weekend
T04799,65282,10,car,luxury,family,luxury
T04800,73524,14,flight,luxury,couple,luxury
T04801,7101,2,bus,budget,group,budget
T04802,47643,14,flight,luxury,solo,luxury
T04803,34085,10,flight,luxury,couple,luxury
T04804,8028,2,train,mid,family,weekend
T04805,11649,7,train,eco,group,eco
T04806,14900,2,car,budget,family,weekend
T04807,8563,4,train,eco,couple,eco
T04808,6328,3,car,mid,couple,weekend
T04809,3997,3,train,budget,couple,budget
T04810,3161,3,train,budget,solo,budget
T04811,7646,1,bus,budget,family,budget
T04812,14482,2,train,budget,family,weekend
T04813,5305,3,car,budget,couple,weekend
T04814,3368,3,train,budget,group,budget
T04815,33327,14,flight,luxury,group,luxury
T04816,15399,5,bicycle,eco,family,eco
T04817,2652,3,train,budget,family,budget
T04818,10610,4,bus,eco,group,eco
T04819,3700,2,train,budget,family,budget
T04820,10210,3,car,mid,couple,weekend
T04821,14880,2,train,mid,couple,weekend
T04822,4444,1,bus,budget,couple,budget
T04823,47007,14,flight,luxury,couple,luxury
T04824,11325,5,train,eco,solo,eco
T04825,5182,2,car,budget,family,weekend
T04826,2984,2,train,budget,couple,budget
T04827,8459,4,train,eco,family,eco
T04828,9424,2,train,budget,solo,weekend
T04829,73512,14,flight,luxury,group,luxury
T04830,2533,3,bus,budget,group,budget
T04831,13693,5,bicycle,eco,family,eco
T04832,5627,2,bus,budget,family,budget
T04833,15384,4,bicycle,eco,family,eco
T04834,2075,3,bus,budget,couple,budget
T04835,2038,2,train,budget,group,budget
T04836,5987,1,train,budget,solo,budget
T04837,11535,2,car,mid,solo,weekend
T04838,14919,3,car,mid,couple,weekend
T04839,4467,3,train,budget,group,budget
T04840,19626,7,bicycle,eco,couple,eco
T04841,6952,3,train,mid,family,weekend
T04842,8731,2,car,budget,group,weekend
T04843,9450,7,train,eco,family,eco
T04844,6768,3,car,mid,group,weekend
T04845,6374,2,car,budget,family,weekend
T04846,2793,1,bus,budget,family,budget
T04847,7286,2,bus,budget,couple,budget
T04848,75240,5,car,luxury,couple,luxury
T04849,13743,2,train,mid,family,weekend
T04850,5090,1,bus,budget,family,budget
T04851,19023,7,bus,eco,couple,eco
T04852,66434,5,flight,luxury,family,luxury
T04853,11513,2,train,mid,solo,weekend
T04854,7563,1,bus,budget,family,budget
T04855,5829,1,train,budget,group,budget
T04856,5126,1,bus,budget,couple,budget
T04857,35756,7,flight,luxury,solo,luxury
T04858,14101,2,train,budget,family,weekend
T04859,7980,1,train,budget,group,budget
T04860,47604,7,flight,luxury,group,luxury
T04861,5261,3,train,budget,family,budget
T04862,3223,2,train,budget,solo,budget
T04863,7195,1,bus,budget,couple,budget
T04864,4950,1,train,budget,family,budget
T04865,19739,5,train,eco,solo,eco
T04866,4206,2,bus,budget,couple,budget
T04867,7701,3,bus,budget,couple,budget
T04868,5538,2,train,budget,couple,budget
T04869,11329,2,car,mid,group,weekend
T04870,8486,3,train,mid,family,weekend
T04871,8923,2,car,mid,group,weekend
T04872,51581,7,flight,luxury,couple,luxury
T04873,6456,3,train,budget,couple,budget
T04874,11332,2,car,mid,solo,weekend
T04875,12609,4,bus,eco,solo,eco
T04876,66118,7,car,luxury,family,luxury
T04877,17915,5,bus,eco,couple,eco
T04878,3473,1,train,budget,couple,budget
T04879,13301,2,train,mid,solo,weekend
T04880,12229,4,train,eco,family,eco
T04881,46629,14,flight,luxury,couple,luxury
T04882,16331,4,bus,eco,group,eco
T04883,12806,3,car,mid,couple,weekend
T04884,6701,2,train,budget,family,budget
T04885,2463,1,train,budget,family,budget
T04886,7227,3,car,budget,family,weekend
T04887,46814,5,car,luxury,group,luxury
T04888,6338,2,car,mid,solo,weekend
T04889,11407,3,train,mid,family,weekend
T04890,59101,5,flight,luxury,group,luxury
T04891,8244,4,bus,eco,family,eco
T04892,13525,4,bicycle,eco,group,eco
T04893,53246,5,flight,luxury,couple,luxury
T04894,15596,7,bicycle,eco,family,eco
T04895,3231,3,bus,budget,group,budget
